ts_code,symbol,name,area,industry,list_date
600141.SH,600141,兴发集团,湖北,农药化肥,19990616
600143.SH,600143,金发科技,广东,塑料,20040623
600148.SH,600148,长春一东,吉林,汽车配件,19980520
600149.SH,600149,廊坊发展,河北,综合类,19991014
600150.SH,600150,中国船舶,上海,船舶,19980520
600151.SH,600151,航天机电,上海,汽车配件,19980605
600152.SH,600152,维科技术,浙江,电气设备,19980609
600153.SH,600153,建发股份,福建,仓储物流,19980616
600155.SH,600155,华创云信,北京,证券,19980918
600156.SH,600156,华升股份,湖南,纺织,19980527
600157.SH,600157,永泰能源,山西,火力发电,19980513
600158.SH,600158,中体产业,天津,文教休闲,19980327
600159.SH,600159,大龙地产,北京,区域地产,19980526
600160.SH,600160,巨化股份,浙江,化工原料,19980626
600161.SH,600161,天坛生物,北京,生物制药,19980616
600162.SH,600162,香江控股,深圳,全国地产,19980609
600163.SH,600163,中闽能源,福建,新型电力,19980602
600165.SH,600165,*ST宁科,宁夏,化工原料,19980529
600166.SH,600166,福田汽车,北京,汽车整车,19980602
600167.SH,600167,联美控股,辽宁,供气供热,19990128
600168.SH,600168,武汉控股,湖北,水务,19980427
600169.SH,600169,太原重工,山西,工程机械,19980904
600170.SH,600170,上海建工,上海,建筑工程,19980623
600171.SH,600171,上海贝岭,上海,半导体,19980924
600172.SH,600172,黄河旋风,河南,矿物制品,19981126
600173.SH,600173,卧龙地产,浙江,全国地产,19990415
600176.SH,600176,中国巨石,浙江,玻璃,19990422
600177.SH,600177,雅戈尔,浙江,服饰,19981119
600178.SH,600178,东安动力,黑龙江,汽车配件,19981014
600179.SH,600179,安通控股,黑龙江,水运,19981104
600180.SH,600180,瑞茂通,山东,仓储物流,19980703
600182.SH,600182,S佳通,黑龙江,汽车配件,19990507
600183.SH,600183,生益科技,广东,元器件,19981028
600184.SH,600184,光电股份,湖北,专用机械,20031106
600185.SH,600185,格力地产,广东,区域地产,19990611
600186.SH,600186,莲花控股,河南,食品,19980825
600187.SH,600187,国中水务,黑龙江,水务,19981111
600188.SH,600188,兖矿能源,山东,煤炭开采,19980701
600189.SH,600189,泉阳泉,吉林,软饮料,19981007
600190.SH,600190,ST锦港,辽宁,港口,19990609
600191.SH,600191,华资实业,内蒙,食品,19981210
600192.SH,600192,长城电工,甘肃,电气设备,19981224
600193.SH,600193,创兴资源,上海,装修装饰,19990527
600195.SH,600195,中牧股份,北京,农业综合,19990107
600196.SH,600196,复星医药,上海,化学制药,19980807
600197.SH,600197,伊力特,新疆,白酒,19990916
600198.SH,600198,大唐电信,北京,通信设备,19981021
600199.SH,600199,金种子酒,安徽,白酒,19980812
600200.SH,600200,江苏吴中,江苏,化学制药,19990401
600201.SH,600201,生物股份,内蒙,农业综合,19990115
600202.SH,600202,哈空调,黑龙江,专用机械,19990603
600203.SH,600203,福日电子,福建,元器件,19990514
600206.SH,600206,有研新材,北京,半导体,19990319
600207.SH,600207,安彩高科,河南,电气设备,19990714
600208.SH,600208,衢州发展,浙江,全国地产,19990623
600210.SH,600210,紫江企业,上海,广告包装,19990824
600211.SH,600211,西藏药业,西藏,生物制药,19990721
600212.SH,600212,绿能慧充,山东,电气设备,19990817
600215.SH,600215,派斯林,吉林,专用机械,19990909
600216.SH,600216,浙江医药,浙江,化学制药,19991021
600217.SH,600217,中再资环,陕西,环境保护,19991216
600218.SH,600218,全柴动力,安徽,汽车配件,19981203
600219.SH,600219,南山铝业,山东,铝,19991223
600221.SH,600221,海航控股,海南,空运,19991125
600222.SH,600222,太龙药业,河南,中成药,19991105
600223.SH,600223,福瑞达,山东,日用化工,20000113
600225.SH,600225,*ST卓朗,天津,软件服务,20000127
600226.SH,600226,亨通股份,浙江,供气供热,19991116
600227.SH,600227,赤天化,贵州,农药化肥,20000221
600228.SH,600228,返利科技,江西,互联网,19990119
600229.SH,600229,城市传媒,山东,出版业,20000309
600230.SH,600230,沧州大化,河北,化工原料,20000406
600231.SH,600231,凌钢股份,辽宁,普钢,20000511
600232.SH,600232,金鹰股份,浙江,纺织机械,20000602
600233.SH,600233,圆通速递,辽宁,仓储物流,20000608
600234.SH,600234,*ST科新,山西,装修装饰,20000615
600235.SH,600235,民丰特纸,浙江,造纸,20000615
600236.SH,600236,桂冠电力,广西,水力发电,20000323
600237.SH,600237,铜峰电子,安徽,元器件,20000609
600238.SH,600238,海南椰岛,海南,红黄酒,20000120
600239.SH,600239,云南城投,云南,区域地产,19991202
600241.SH,600241,时代万恒,辽宁,电气设备,20001128
600243.SH,600243,青海华鼎,青海,运输设备,20001120
600246.SH,600246,万通发展,北京,区域地产,20000922
600248.SH,600248,陕建股份,陕西,建筑工程,20000622
600249.SH,600249,两面针,广西,日用化工,20040130
600250.SH,600250,南京商旅,江苏,商贸代理,20010306
600251.SH,600251,冠农股份,新疆,农业综合,20030609
600252.SH,600252,中恒集团,广西,中成药,20001130
600255.SH,600255,鑫科材料,安徽,小金属,20001122
600256.SH,600256,广汇能源,新疆,石油开采,20000526
600257.SH,600257,大湖股份,湖南,渔业,20000612
600258.SH,600258,首旅酒店,北京,酒店餐饮,20000601
600259.SH,600259,广晟有色,海南,小金属,20000525
600261.SH,600261,阳光照明,浙江,家用电器,20000720
600262.SH,600262,北方股份,内蒙,专用机械,20000630
600265.SH,600265,景谷林业,云南,林业,20000825
600266.SH,600266,城建发展,北京,区域地产,19990203
600267.SH,600267,海正药业,浙江,化学制药,20000725
600268.SH,600268,国电南自,江苏,电气设备,19991118
600269.SH,600269,赣粤高速,江西,路桥,20000518
600271.SH,600271,航天信息,北京,软件服务,20030711
600272.SH,600272,开开实业,上海,医药商业,20010228
600273.SH,600273,嘉化能源,浙江,化工原料,20030627
600276.SH,600276,恒瑞医药,江苏,化学制药,20001018
600278.SH,600278,东方创业,上海,商贸代理,20000712
600279.SH,600279,重庆港,重庆,港口,20000731
600280.SH,600280,中央商场,江苏,百货,20000926
600281.SH,600281,华阳新材,山西,小金属,20001109
600282.SH,600282,南钢股份,江苏,普钢,20000919
600283.SH,600283,钱江水利,浙江,水务,20001018
600284.SH,600284,浦东建设,上海,建筑工程,20040316
600285.SH,600285,羚锐制药,河南,中成药,20001018
600287.SH,600287,ST舜天,江苏,商贸代理,20000901
600288.SH,600288,大恒科技,北京,元器件,20001129
600289.SH,600289,*ST信通,黑龙江,软件服务,20000720
600292.SH,600292,远达环保,重庆,环境保护,20001101
600293.SH,600293,三峡新材,湖北,玻璃,20000919
600295.SH,600295,鄂尔多斯,内蒙,特种钢,20010426
600298.SH,600298,安琪酵母,湖北,食品,20000818
600299.SH,600299,安迪苏,北京,饲料,20000420
600300.SH,600300,维维股份,江苏,软饮料,20000630
600301.SH,600301,华锡有色,广西,小金属,20000712
600302.SH,600302,标准股份,陕西,纺织机械,20001213
600303.SH,600303,ST曙光,辽宁,汽车整车,20001226
600305.SH,600305,恒顺醋业,江苏,食品,20010206
600307.SH,600307,酒钢宏兴,甘肃,普钢,20001220
600308.SH,600308,华泰股份,山东,造纸,20000928
600309.SH,600309,万华化学,山东,化工原料,20010105
600310.SH,600310,广西能源,广西,水力发电,20010228
600312.SH,600312,平高电气,河南,电气设备,20010221
600313.SH,600313,农发种业,北京,种植业,20010119
600315.SH,600315,上海家化,上海,日用化工,20010315
600316.SH,600316,洪都航空,江西,航空,20001215
600318.SH,600318,新力金融,安徽,多元金融,20001208
600319.SH,600319,亚星化学,山东,化工原料,20010326
600320.SH,600320,振华重工,上海,专用机械,20001221
600322.SH,600322,津投城开,天津,区域地产,20010910
600323.SH,600323,瀚蓝环境,广东,环境保护,20001225
600325.SH,600325,华发股份,广东,区域地产,20040225
600326.SH,600326,西藏天路,西藏,水泥,20010116
600327.SH,600327,大东方,江苏,医疗保健,20020625
600328.SH,600328,中盐化工,内蒙,化工原料,20001222
600329.SH,600329,达仁堂,天津,中成药,20010606
600330.SH,600330,天通股份,浙江,专用机械,20010118
600331.SH,600331,宏达股份,四川,农药化肥,20011220
600332.SH,600332,白云山,广东,中成药,20010206
600333.SH,600333,长春燃气,吉林,供气供热,20001211
600335.SH,600335,国机汽车,天津,汽车服务,20010305
600336.SH,600336,澳柯玛,山东,家用电器,20001229
600337.SH,600337,美克家居,江西,家居用品,20001127
600338.SH,600338,西藏珠峰,西藏,铅锌,20001227
600339.SH,600339,中油工程,新疆,石油开采,20001225
600340.SH,600340,华夏幸福,河北,园区开发,20031230
600343.SH,600343,航天动力,陕西,机械基件,20030408
600345.SH,600345,长江通信,湖北,通信设备,20001222
600346.SH,600346,恒力石化,辽宁,石油加工,20010820
600348.SH,600348,华阳股份,山西,煤炭开采,20030821
600350.SH,600350,山东高速,山东,路桥,20020318
600351.SH,600351,亚宝药业,山西,中成药,20020926
600352.SH,600352,浙江龙盛,浙江,染料涂料,20030801
600353.SH,600353,旭光电子,四川,元器件,20021120
600354.SH,600354,敦煌种业,甘肃,种植业,20040115
600355.SH,600355,精伦电子,湖北,专用机械,20020613
600356.SH,600356,恒丰纸业,黑龙江,造纸,20010419
600358.SH,600358,国旅联合,江西,广告包装,20000922
600359.SH,600359,新农开发,新疆,种植业,19990429
600360.SH,600360,ST华微,吉林,半导体,20010316
600361.SH,600361,创新新材,北京,铝,20011129
600362.SH,600362,江西铜业,江西,铜,20020111
600363.SH,600363,联创光电,江西,元器件,20010329
600365.SH,600365,ST通葡,吉林,互联网,20010115
600366.SH,600366,宁波韵升,浙江,矿物制品,20001030
600367.SH,600367,红星发展,贵州,化工原料,20010320
600368.SH,600368,五洲交通,广西,路桥,20001221
600369.SH,600369,西南证券,重庆,证券,20010109
600370.SH,600370,三房巷,江苏,化工原料,20030306
600371.SH,600371,万向德农,黑龙江,种植业,20020916
600372.SH,600372,中航机载,北京,航空,20010706
600373.SH,600373,中文传媒,江西,出版业,20020304
600375.SH,600375,*ST汉马,安徽,汽车整车,20030401
600376.SH,600376,首开股份,北京,区域地产,20010312
600377.SH,600377,宁沪高速,江苏,路桥,20010116
600378.SH,600378,昊华科技,四川,化工原料,20010111
600379.SH,600379,宝光股份,陕西,电气设备,20020116
600380.SH,600380,健康元,深圳,化学制药,20010608
600381.SH,600381,ST春天,青海,医疗保健,20010508
600382.SH,600382,广东明珠,广东,普钢,20010118
600383.SH,600383,金地集团,深圳,全国地产,20010412
600386.SH,600386,北巴传媒,北京,汽车服务,20010216
600387.SH,600387,*ST海越,浙江,石油贸易,20040218
600388.SH,600388,龙净环保,福建,环境保护,20001229
600389.SH,600389,江山股份,江苏,农药化肥,20010110
600390.SH,600390,五矿资本,湖南,多元金融,20010115
600391.SH,600391,航发科技,四川,航空,20011212
600392.SH,600392,盛和资源,四川,小金属,20030529
600395.SH,600395,盘江股份,贵州,煤炭开采,20010531
600396.SH,600396,华电辽能,辽宁,火力发电,20010328
600397.SH,600397,安源煤业,江西,煤炭开采,20020702
600398.SH,600398,海澜之家,江苏,服饰,20001228
600399.SH,600399,抚顺特钢,辽宁,特种钢,20001229
600400.SH,600400,红豆股份,江苏,服饰,20010108
600403.SH,600403,大有能源,河南,煤炭开采,20031009
600405.SH,600405,动力源,北京,电气设备,20040401
600406.SH,600406,国电南瑞,江苏,电气设备,20031016
600408.SH,600408,安泰集团,山西,焦炭加工,20030212
600409.SH,600409,三友化工,河北,化纤,20030618
600410.SH,600410,华胜天成,北京,软件服务,20040427
600415.SH,600415,小商品城,浙江,商品城,20020509
600416.SH,600416,湘电股份,湖南,电气设备,20020718
600418.SH,600418,江淮汽车,安徽,汽车整车,20010824
600419.SH,600419,天润乳业,新疆,乳制品,20010628
600420.SH,600420,国药现代,上海,化学制药,20040616
600421.SH,600421,华嵘控股,湖北,专用机械,20040607
600422.SH,600422,昆药集团,云南,中成药,20001206
600423.SH,600423,柳化股份,广西,农药化肥,20030717
600425.SH,600425,青松建化,新疆,水泥,20030724
600426.SH,600426,华鲁恒升,山东,农药化肥,20020620
600428.SH,600428,中远海特,广东,水运,20020418
600429.SH,600429,三元股份,北京,乳制品,20030915
600433.SH,600433,冠豪高新,广东,造纸,20030619
600435.SH,600435,北方导航,北京,专用机械,20030704
600436.SH,600436,片仔癀,福建,中成药,20030616
600438.SH,600438,通威股份,四川,电气设备,20040302
600439.SH,600439,瑞贝卡,河南,服饰,20030710
600444.SH,600444,国机通用,安徽,专用机械,20040219
600446.SH,600446,金证股份,深圳,软件服务,20031224
600448.SH,600448,华纺股份,山东,纺织,20010903
600449.SH,600449,宁夏建材,宁夏,水泥,20030829
600452.SH,600452,涪陵电力,重庆,水力发电,20040303
600455.SH,600455,博通股份,陕西,文教休闲,20040329
600456.SH,600456,宝钛股份,陕西,小金属,20020412
600458.SH,600458,时代新材,湖南,塑料,20021219
600459.SH,600459,贵研铂业,云南,小金属,20030516
600460.SH,600460,士兰微,浙江,半导体,20030311
600461.SH,600461,洪城环境,江西,水务,20040601
600462.SH,600462,*ST九有,湖北,广告包装,20030903
600463.SH,600463,空港股份,北京,园区开发,20040318
600467.SH,600467,好当家,山东,渔业,20040405
600468.SH,600468,百利电气,天津,电气设备,20010615
600469.SH,600469,风神股份,河南,汽车配件,20031021
600470.SH,600470,六国化工,安徽,农药化肥,20040305
600475.SH,600475,华光环能,江苏,环境保护,20030721
600476.SH,600476,湘邮科技,湖南,软件服务,20031210
600477.SH,600477,杭萧钢构,浙江,钢加工,20031110
600478.SH,600478,科力远,湖南,电气设备,20030918
600479.SH,600479,千金药业,湖南,中成药,20040312
600480.SH,600480,凌云股份,河北,汽车配件,20030815
600481.SH,600481,双良节能,江苏,电气设备,20030422
600482.SH,600482,中国动力,河北,船舶,20040714
600483.SH,600483,福能股份,福建,火力发电,20040531
600486.SH,600486,扬农化工,江苏,农药化肥,20020425
600487.SH,600487,亨通光电,江苏,通信设备,20030822
600488.SH,600488,津药药业,天津,化学制药,20010618
600489.SH,600489,中金黄金,北京,黄金,20030814
600490.SH,600490,鹏欣资源,上海,铜,20030626
600491.SH,600491,龙元建设,浙江,建筑工程,20040524
600493.SH,600493,凤竹纺织,福建,纺织,20040421
600495.SH,600495,晋西车轴,山西,运输设备,20040526
600496.SH,600496,精工钢构,安徽,钢加工,20020605
600497.SH,600497,驰宏锌锗,云南,铅锌,20040420
600498.SH,600498,烽火通信,湖北,通信设备,20010823
600499.SH,600499,科达制造,广东,专用机械,20021010
600500.SH,600500,中化国际,上海,塑料,20000301
600501.SH,600501,航天晨光,江苏,专用机械,20010615
600502.SH,600502,安徽建工,安徽,建筑工程,20030415
600503.SH,600503,华丽家族,上海,区域地产,20020709
600505.SH,600505,西昌电力,四川,水力发电,20020530
600506.SH,600506,统一股份,新疆,石油加工,20011226
600507.SH,600507,方大特钢,江西,特种钢,20030930
600508.SH,600508,上海能源,上海,煤炭开采,20010829
600509.SH,600509,天富能源,新疆,火力发电,20020228
600510.SH,600510,黑牡丹,江苏,全国地产,20020618
600511.SH,600511,国药股份,北京,医药商业,20021127
600512.SH,600512,腾达建设,浙江,建筑工程,20021226
600513.SH,600513,联环药业,江苏,化学制药,20030319
600515.SH,600515,海南机场,海南,机场,20020806
600516.SH,600516,方大炭素,甘肃,矿物制品,20020830
600517.SH,600517,国网英大,上海,多元金融,20031010
600518.SH,600518,康美药业,广东,中成药,20010319
600519.SH,600519,贵州茅台,贵州,白酒,20010827
600520.SH,600520,文一科技,安徽,半导体,20020108
600521.SH,600521,华海药业,浙江,化学制药,20030304
600522.SH,600522,中天科技,江苏,通信设备,20021024
600523.SH,600523,贵航股份,贵州,汽车配件,20011227
600525.SH,600525,长园集团,深圳,电气设备,20021202
600526.SH,600526,菲达环保,浙江,环境保护,20020722
600527.SH,600527,江南高纤,江苏,化纤,20031127
600528.SH,600528,中铁工业,北京,运输设备,20010528
600529.SH,600529,山东药玻,山东,医疗保健,20020603
600530.SH,600530,交大昂立,上海,医疗保健,20010702
600531.SH,600531,豫光金铅,河南,铅锌,20020730
600533.SH,600533,栖霞建设,江苏,区域地产,20020328
600535.SH,600535,天士力,天津,中成药,20020823
600536.SH,600536,中国软件,北京,软件服务,20020517
600537.SH,600537,亿晶光电,浙江,电气设备,20030123
600538.SH,600538,国发股份,广西,医药商业,20030114
600539.SH,600539,狮头股份,山西,互联网,20010824
600540.SH,600540,新赛股份,新疆,种植业,20040107
600543.SH,600543,莫高股份,甘肃,红黄酒,20040324
600545.SH,600545,卓郎智能,新疆,纺织机械,20031203
600546.SH,600546,山煤国际,山西,煤炭开采,20030731
600547.SH,600547,山东黄金,山东,黄金,20030828
600548.SH,600548,深高速,深圳,路桥,20011225
600549.SH,600549,厦门钨业,福建,小金属,20021107
600550.SH,600550,保变电气,河北,电气设备,20010228
600551.SH,600551,时代出版,安徽,出版业,20020905
600552.SH,600552,凯盛科技,安徽,元器件,20021108
600556.SH,600556,天下秀,广西,互联网,20010807
600557.SH,600557,康缘药业,江苏,中成药,20020918
600558.SH,600558,大西洋,四川,钢加工,20010227
600559.SH,600559,老白干酒,河北,白酒,20021029
600560.SH,600560,金自天正,北京,电气设备,20020919
600561.SH,600561,江西长运,江西,公共交通,20020716
600562.SH,600562,国睿科技,江苏,通信设备,20030128
600563.SH,600563,法拉电子,福建,元器件,20021210
600566.SH,600566,济川药业,湖北,中成药,20010822
600567.SH,600567,山鹰国际,安徽,造纸,20011218
600568.SH,600568,ST中珠,湖北,医疗保健,20010518
600569.SH,600569,安阳钢铁,河南,普钢,20010820
600570.SH,600570,恒生电子,浙江,软件服务,20031216
600571.SH,600571,信雅达,浙江,软件服务,20021101
600572.SH,600572,康恩贝,浙江,中成药,20040412
600573.SH,600573,惠泉啤酒,福建,啤酒,20030226
600575.SH,600575,淮河能源,安徽,火力发电,20030328
600576.SH,600576,祥源文旅,浙江,旅游景点,20030220
600577.SH,600577,精达股份,安徽,电气设备,20020911
600578.SH,600578,京能电力,北京,火力发电,20020510
600579.SH,600579,中化装备,山东,化工机械,20020809
600580.SH,600580,卧龙电驱,浙江,电气设备,20020606
600581.SH,600581,八一钢铁,新疆,普钢,20020816
600582.SH,600582,天地科技,北京,专用机械,20020515
600583.SH,600583,海油工程,天津,石油开采,20020205
600584.SH,600584,长电科技,江苏,半导体,20030603
600585.SH,600585,海螺水泥,安徽,水泥,20020207
600586.SH,600586,金晶科技,山东,玻璃,20020815
600587.SH,600587,新华医疗,山东,医疗保健,20020927
600588.SH,600588,用友网络,北京,软件服务,20010518
600589.SH,600589,大位科技,广东,软件服务,20010612
600590.SH,600590,泰豪科技,江西,通信设备,20020703
600592.SH,600592,龙溪股份,福建,机械基件,20020805
600593.SH,600593,大连圣亚,辽宁,旅游景点,20020711
600594.SH,600594,益佰制药,贵州,中成药,20040323
600595.SH,600595,中孚实业,河南,铝,20020626
600596.SH,600596,新安股份,浙江,化工原料,20010906
600597.SH,600597,光明乳业,上海,乳制品,20020828
600598.SH,600598,北大荒,黑龙江,种植业,20020329
600599.SH,600599,ST熊猫,湖南,化工原料,20010828
600600.SH,600600,青岛啤酒,山东,啤酒,19930827
600601.SH,600601,方正科技,上海,元器件,19901219
600602.SH,600602,云赛智联,上海,软件服务,19901219
600603.SH,600603,ST广物,四川,区域地产,19920113
600604.SH,600604,市北高新,上海,园区开发,19920327
600605.SH,600605,汇通能源,上海,房产服务,19920327
600606.SH,600606,绿地控股,上海,全国地产,19920327
600608.SH,600608,ST沪科,上海,商贸代理,19920327
600609.SH,600609,金杯汽车,辽宁,汽车配件,19920724
600610.SH,600610,中毅达,贵州,化工原料,19920805
600611.SH,600611,大众交通,上海,公共交通,19920807
600612.SH,600612,老凤祥,上海,服饰,19920814
600613.SH,600613,神奇制药,上海,中成药,19920820
600615.SH,600615,丰华股份,重庆,铝,19920910
600616.SH,600616,金枫酒业,上海,红黄酒,19920929
600617.SH,600617,国新能源,山西,供气供热,19921013
600618.SH,600618,氯碱化工,上海,化工原料,19921113
600619.SH,600619,海立股份,上海,家用电器,19921116
600620.SH,600620,天宸股份,上海,综合类,19921117
600621.SH,600621,华鑫股份,上海,证券,19921202
600622.SH,600622,光大嘉宝,上海,区域地产,19921203
600623.SH,600623,华谊集团,上海,化工原料,19921204
600624.SH,600624,复旦复华,上海,化学制药,19930105
600626.SH,600626,申达股份,上海,汽车配件,19930107
600628.SH,600628,新世界,上海,百货,19930119
600629.SH,600629,华建集团,上海,建筑工程,19930209
600630.SH,600630,龙头股份,上海,服饰,19930209
600633.SH,600633,浙数文化,浙江,互联网,19930304
600635.SH,600635,大众公用,上海,供气供热,19930304
600636.SH,600636,国新文化,上海,文教休闲,19930316
600637.SH,600637,东方明珠,上海,影视音像,19930316
600638.SH,600638,新黄浦,上海,区域地产,19930326
600639.SH,600639,浦东金桥,上海,园区开发,19930326
600640.SH,600640,国脉文化,上海,影视音像,19930407
600641.SH,600641,万业企业,上海,区域地产,19930407
600642.SH,600642,申能股份,上海,火力发电,19930416
600643.SH,600643,爱建集团,上海,多元金融,19930426
600644.SH,600644,乐山电力,四川,水力发电,19930426
600645.SH,600645,中源协和,天津,医疗保健,19930504
600648.SH,600648,外高桥,上海,园区开发,19930504
600649.SH,600649,城投控股,上海,区域地产,19930518
600650.SH,600650,锦江在线,上海,公共交通,19930607
600651.SH,600651,飞乐音响,上海,电器仪表,19901219
600653.SH,600653,申华控股,辽宁,汽车服务,19901219
600654.SH,600654,中安科,湖北,仓储物流,19901219
600655.SH,600655,豫园股份,上海,百货,19920902
600657.SH,600657,信达地产,北京,全国地产,19930524
600658.SH,600658,电子城,北京,园区开发,19930524
600660.SH,600660,福耀玻璃,福建,汽车配件,19930610
600661.SH,600661,昂立教育,上海,文教休闲,19930614
600662.SH,600662,外服控股,上海,文教休闲,19930614
600663.SH,600663,陆家嘴,上海,园区开发,19930628
600664.SH,600664,哈药股份,黑龙江,化学制药,19930629
600665.SH,600665,天地源,陕西,全国地产,19930709
600666.SH,600666,奥瑞德,黑龙江,元器件,19930712
600667.SH,600667,太极实业,江苏,半导体,19930728
600668.SH,600668,尖峰集团,浙江,水泥,19930728
600671.SH,600671,ST目药,浙江,中成药,19930823
600673.SH,600673,东阳光,广东,综合类,19930917
600674.SH,600674,川投能源,四川,水力发电,19930924
600675.SH,600675,中华企业,上海,区域地产,19930924
600676.SH,600676,交运股份,上海,汽车配件,19930928
600678.SH,600678,四川金顶,四川,水泥,19931008
600679.SH,600679,上海凤凰,上海,文教休闲,19931008
600681.SH,600681,百川能源,湖北,供气供热,19931018
600682.SH,600682,南京新百,江苏,生物制药,19931018
600683.SH,600683,京投发展,浙江,区域地产,19931025
600684.SH,600684,珠江股份,广东,区域地产,19931028
600685.SH,600685,中船防务,广东,船舶,19931028
600686.SH,600686,金龙汽车,福建,汽车整车,19931108
600688.SH,600688,上海石化,上海,石油加工,19931108
600689.SH,600689,上海三毛,上海,综合类,19931108
600690.SH,600690,海尔智家,山东,家用电器,19931119
600691.SH,600691,阳煤化工,山西,农药化肥,19931119
600692.SH,600692,亚通股份,上海,区域地产,19931119
600693.SH,600693,东百集团,福建,百货,19931122
600694.SH,600694,大商股份,辽宁,百货,19931122
600696.SH,600696,岩石股份,上海,白酒,19931206
600697.SH,600697,欧亚集团,吉林,百货,19931206
600698.SH,600698,湖南天雁,湖南,汽车配件,19931206
600699.SH,600699,均胜电子,浙江,汽车配件,19931206
600702.SH,600702,舍得酒业,四川,白酒,19960524
600703.SH,600703,三安光电,湖北,半导体,19960528
600704.SH,600704,物产中大,浙江,仓储物流,19960606
600705.SH,600705,中航产融,黑龙江,多元金融,19960516
600706.SH,600706,曲江文旅,陕西,旅游景点,19960516
600707.SH,600707,彩虹股份,陕西,元器件,19960520
600708.SH,600708,光明地产,上海,全国地产,19960606
600710.SH,600710,苏美达,江苏,商贸代理,19960701
600711.SH,600711,ST盛屯,福建,小金属,19960531
600712.SH,600712,南宁百货,广西,百货,19960626
600713.SH,600713,南京医药,江苏,医药商业,19960701
600714.SH,600714,金瑞矿业,青海,化工原料,19960606
600715.SH,600715,*ST文投,北京,影视音像,19960701
600716.SH,600716,凤凰股份,江苏,区域地产,19960702
600717.SH,600717,天津港,天津,港口,19960614
600718.SH,600718,东软集团,辽宁,软件服务,19960618
600719.SH,600719,大连热电,辽宁,供气供热,19960716
600720.SH,600720,中交设计,甘肃,建筑工程,19960716
600721.SH,600721,百花医药,新疆,生物制药,19960626
600722.SH,600722,金牛化工,河北,化工原料,19960626
600724.SH,600724,宁波富达,浙江,综合类,19960716
600725.SH,600725,云维股份,云南,商贸代理,19960702
600726.SH,600726,华电能源,黑龙江,火力发电,19960701
600727.SH,600727,鲁北化工,山东,化工原料,19960702
600728.SH,600728,佳都科技,广东,软件服务,19960716
600729.SH,600729,重庆百货,重庆,百货,19960702
600730.SH,600730,中国高科,北京,文教休闲,19960726
600731.SH,600731,湖南海利,湖南,农药化肥,19960802
600732.SH,600732,爱旭股份,上海,电气设备,19960816
600733.SH,600733,北汽蓝谷,北京,汽车整车,19960816
600734.SH,600734,实达集团,福建,软件服务,19960808
600735.SH,600735,新华锦,山东,服饰,19960726
600736.SH,600736,苏州高新,江苏,园区开发,19960815
600737.SH,600737,中粮糖业,新疆,食品,19960731
600738.SH,600738,丽尚国潮,甘肃,百货,19960802
600739.SH,600739,辽宁成大,辽宁,生物制药,19960819
600740.SH,600740,山西焦化,山西,焦炭加工,19960808
600741.SH,600741,华域汽车,上海,汽车配件,19960826
600742.SH,600742,一汽富维,吉林,汽车配件,19960826
600743.SH,600743,华远地产,北京,区域地产,19960909
600744.SH,600744,华银电力,湖南,火力发电,19960905
600745.SH,600745,闻泰科技,湖北,半导体,19960828
600746.SH,600746,江苏索普,江苏,化工原料,19960918
600748.SH,600748,上实发展,上海,全国地产,19960925
600749.SH,600749,西藏旅游,西藏,旅游景点,19961015
600750.SH,600750,江中药业,江西,中成药,19960923
600751.SH,600751,海航科技,天津,水运,19960909
600753.SH,600753,庚星股份,福建,商贸代理,19960927
600754.SH,600754,锦江酒店,上海,酒店餐饮,19961011
600755.SH,600755,厦门国贸,福建,仓储物流,19961003
600756.SH,600756,浪潮软件,山东,软件服务,19960923
600757.SH,600757,长江传媒,湖北,出版业,19961003
600758.SH,600758,辽宁能源,辽宁,煤炭开采,19961029
600759.SH,600759,洲际油气,海南,石油开采,19961008
600760.SH,600760,中航沈飞,山东,航空,19961011
600761.SH,600761,安徽合力,安徽,工程机械,19961009
600763.SH,600763,通策医疗,浙江,医疗保健,19961030
600764.SH,600764,中国海防,北京,船舶,19961104
600765.SH,600765,中航重机,贵州,航空,19961106
600768.SH,600768,宁波富邦,浙江,铝,19961111
600769.SH,600769,祥龙电业,湖北,水务,19961101
600770.SH,600770,综艺股份,江苏,综合类,19961120
600771.SH,600771,广誉远,山西,中成药,19961105
600773.SH,600773,西藏城投,西藏,区域地产,19961108
600774.SH,600774,汉商集团,湖北,化学制药,19961108
600775.SH,600775,南京熊猫,江苏,通信设备,19961118
600776.SH,600776,东方通信,浙江,通信设备,19961126
600777.SH,600777,ST新潮,山东,石油开采,19961121
600778.SH,600778,友好集团,新疆,百货,19961203
600779.SH,600779,水井坊,四川,白酒,19961206
600780.SH,600780,通宝能源,山西,火力发电,19961205
600782.SH,600782,新钢股份,江西,普钢,19961225
600783.SH,600783,鲁信创投,山东,多元金融,19961225
600784.SH,600784,鲁银投资,山东,综合类,19961225
600785.SH,600785,新华百货,宁夏,百货,19970108
600787.SH,600787,中储股份,天津,仓储物流,19970121
600789.SH,600789,鲁抗医药,山东,化学制药,19970226
600790.SH,600790,轻纺城,浙江,商品城,19970228
600791.SH,600791,京能置业,北京,全国地产,19970130
600792.SH,600792,云煤能源,云南,焦炭加工,19970123
600793.SH,600793,宜宾纸业,四川,造纸,19970220
600794.SH,600794,保税科技,江苏,仓储物流,19970306
600795.SH,600795,国电电力,辽宁,火力发电,19970318
600796.SH,600796,钱江生化,浙江,环境保护,19970408
